sample,chrX_non_escaping_promoter_CpG_islands_median_beta,autosome_median_beta,XIST_TPM,Classification,Secondary_Class
TCGA-21-5787-01,0.0358724,0.063835831,0.090999347,LUSC,
TCGA-50-5936-01,0.067615603,0.098134904,0.000999989,LUAD,
TCGA-FD-A5BT-01,0.041042572,0.070087749,0.000999989,BLCA,
TCGA-XF-A8HG-01,0.044194637,0.070354106,0.050998549,BLCA,
TCGA-H7-A76A-01,0.041196447,0.070229693,0.000999989,HNSC,
TCGA-KU-A6H8-01,0.047122224,0.075635902,0.850981692,HNSC,
TCGA-DJ-A2PZ-01,0.04119901,0.072142412,0.121001765,THCA,
TCGA-FS-A1ZR-06,0.039082373,0.069189094,0.100998096,SKCM,
TCGA-XF-A8HE-01,0.039290893,0.068141849,0.090999347,BLCA,
TCGA-VM-A8CB-01,0.032016702,0.0607756,0.010999639,LGG,
TCGA-NC-A5HT-01,0.035127299,0.056330919,0.130996484,LUSC,
TCGA-F2-A8YN-01,0.038988146,0.06795527,0.260996072,PAAD,
TCGA-CV-5971-01,0.048221937,0.092169218,0.000999989,HNSC,
TCGA-55-A4DG-01,0.095411591,0.139270023,0.121001765,LUAD,
TCGA-FR-A7U8-06,0.039204913,0.062847861,0.030999742,SKCM,
TCGA-A6-5660-01,0.045513964,0.078656399,0.041000917,COAD,
TCGA-85-7697-01,0.042484325,0.074952226,0.000999989,LUSC,
TCGA-66-2781-01,0.018266719,0.053368169,0.000999989,LUSC,
TCGA-CJ-5678-01,0.050315953,0.088417376,0.130996484,KIRC,
TCGA-55-6983-01,0.104793738,0.138311375,0.141003219,LUAD,
TCGA-LN-A49M-01,0.032352285,0.052700768,0.090999347,ESCA,
TCGA-DA-A95Y-06,0.035259766,0.056880331,0.000999989,SKCM,
TCGA-W3-AA1W-06,0.040221595,0.114208947,0.000999989,SKCM,
TCGA-EE-A17Z-06,0.043049285,0.065254548,0.451000207,SKCM,
TCGA-DZ-6131-01,0.037669529,0.059602355,0.071001829,KIRP,
TCGA-B7-A5TI-01,0.035721154,0.060111444,0.000999989,STAD,
TCGA-CJ-5683-01,0.042355721,0.07222421,1.771043932,KIRC,
TCGA-G9-7509-01,0.037236089,0.06262144,0.181004817,PRAD,
TCGA-FX-A3TO-01,0.040220806,0.056407515,0.160996363,SARC,
TCGA-CV-6954-01,0.03966262,0.072346426,0.030999742,HNSC,
TCGA-KK-A8I5-01,0.039597197,0.072301585,0.000999989,PRAD,
TCGA-BJ-A18Y-01,0.048438042,0.077260552,0.061001985,THCA,
TCGA-AB-3002-03,0.040834266,0.10373725,0.121001765,LAML,
TCGA-EE-A2MJ-06,0.045113102,0.084035043,0.000999989,SKCM,
TCGA-TK-A8OK-01,0.039286492,0.072356553,0.010999639,PRAD,
TCGA-CV-5431-01,0.045057654,0.084153513,0.041000917,HNSC,
TCGA-NC-A5HP-01,0.03954252,0.059331174,0.000999989,LUSC,
TCGA-GU-A42P-01,0.032231742,0.051930978,1.541035397,BLCA,
TCGA-XF-AAMH-01,0.048176173,0.069332278,0.010999639,BLCA,
TCGA-Z2-AA3S-06,0.040619204,0.070548415,0.010999639,SKCM,
TCGA-B2-5636-01,0.036979702,0.059659211,0.071001829,KIRC,
TCGA-DJ-A3UO-01,0.035862261,0.056238308,0.21099782,THCA,
TCGA-LN-A49O-01,0.040385154,0.070141738,0.000999989,ESCA,
TCGA-22-4591-01,0.020297365,0.056224658,0.000999989,LUSC,
TCGA-QR-A70R-01,0.046372042,0.062856826,0.141003219,PCPG,
TCGA-BP-4345-01,0.024002157,0.075170858,0.27100662,KIRC,
TCGA-WB-A81W-01,0.034234466,0.048696781,0.181004817,PCPG,
TCGA-DB-A75O-01,0.042268393,0.072386092,0.010999639,LGG,
TCGA-D3-A8GQ-06,0.042146708,0.065846009,0.000999989,SKCM,
TCGA-3S-A8YW-01,0.038999465,0.060196251,0.071001829,THYM,
TCGA-GU-A767-01,0.04546688,0.071498872,0.000999989,BLCA,
TCGA-QH-A6CS-01,0.03545595,0.057538401,0.240999156,LGG,
TCGA-KL-8345-01,0.042319446,0.063831785,0.000999989,KICH,
TCGA-J4-A83M-01,0.041049084,0.068512977,0.000999989,PRAD,
TCGA-CS-6290-01,0.033118278,0.063989107,0.320989943,LGG,
TCGA-FY-A76V-01,0.040161313,0.066790236,0.000999989,THCA,
TCGA-58-A46N-01,0.047147403,0.073258558,0.000999989,LUSC,
TCGA-VD-A8KD-01,0.036343782,0.060084118,0.000999989,UVM,
TCGA-BQ-5886-01,0.03820294,0.063070718,0.000999989,KIRP,
TCGA-LN-A4A3-01,0.038986842,0.061386108,0.160996363,ESCA,
TCGA-B0-4706-01,0.03032079,0.055527494,0.061001985,KIRC,
TCGA-EJ-A65E-01,0.033811698,0.058910008,0.231005643,PRAD,
TCGA-CV-6961-01,0.041722658,0.06864103,0.030999742,HNSC,
TCGA-ZG-A9N3-01,0.031243899,0.053473005,0.100998096,PRAD,
TCGA-S9-A7R4-01,0.033845328,0.063468105,0.320989943,LGG,
TCGA-B0-5083-01,0.034883066,0.065992111,1.180992661,KIRC,
TCGA-CH-5739-01,0.039418522,0.064313732,0.010999639,PRAD,
TCGA-FW-A5DX-01,0.034348088,0.051254737,0.141003219,SKCM,
TCGA-DU-A7TA-01,0.038099832,0.071745292,1.161025774,LGG,
TCGA-EJ-5495-01,0.040134238,0.07213491,0.291001804,PRAD,
TCGA-BP-4160-01,0.021768584,0.073982845,0.441015113,KIRC,
TCGA-28-5207-01,0.03744692,0.059899835,0.27100662,GBM,
TCGA-AB-2940-03,0.037662047,0.103339957,0.000999989,LAML,
TCGA-BF-AAOX-01,0.040495826,0.061257104,0.511001701,SKCM,
TCGA-D5-6931-01,0.046787922,0.098360339,0.010999639,COAD,
TCGA-GF-A769-01,0.035249341,0.055952153,0.010999639,SKCM,
TCGA-A3-3351-01,0.020135489,0.073842507,0.061001985,KIRC,
TCGA-BP-5187-01,0.036016687,0.061408059,0.050998549,KIRC,
TCGA-A6-6649-01,0.047829418,0.08153963,0.041000917,COAD,
TCGA-64-5815-01,0.074053495,0.10959521,0.010999639,LUAD,
TCGA-BP-4334-01,0.021059441,0.064184089,0.511001701,KIRC,
TCGA-CV-5440-01,0.035855506,0.060280806,0.000999989,HNSC,
TCGA-V4-A9EO-01,0.034307829,0.053136392,0.000999989,UVM,
TCGA-BP-4174-01,0.027580276,0.067038815,0.171003766,KIRC,
TCGA-CA-6719-01,0.046233317,0.076805013,0.11099757,COAD,
TCGA-2A-AAYO-01,0.031957629,0.056877078,0.160996363,PRAD,
TCGA-DM-A28G-01,0.042593247,0.074567439,0.141003219,COAD,
TCGA-ZG-A9LN-01,0.035384545,0.070340681,0.000999989,PRAD,
TCGA-A4-8310-01,0.033596529,0.055324985,0.010999639,KIRP,
TCGA-V4-A9EQ-01,0.030843122,0.048557839,0.000999989,UVM,
TCGA-S9-A89Z-01,0.04680162,0.08173979,0.121001765,LGG,
TCGA-BB-A5HY-01,0.036438546,0.065743338,0.000999989,HNSC,
TCGA-HT-7485-01,0.038680388,0.073591728,0.100998096,LGG,
TCGA-EM-A2CK-01,0.029558315,0.048916011,0.020999518,THCA,
TCGA-BP-4959-01,0.020572574,0.072832994,0.061001985,KIRC,
TCGA-D3-A8GP-06,0.039165852,0.071095565,0.000999989,SKCM,
TCGA-2A-AAYU-01,0.03066323,0.053372614,0.190994103,PRAD,
TCGA-DD-AAED-01,0.047910303,0.073450729,0.010999639,LIHC,
TCGA-DU-A5TP-01,0.038352184,0.068561323,0.121001765,LGG,
TCGA-BA-4076-01,0.041414891,0.081141905,0.000999989,HNSC,
TCGA-EM-A22P-01,0.042143073,0.078336691,0.041000917,THCA,
TCGA-50-5072-01,0.088904109,0.120337785,0.150997859,LUAD,
TCGA-CV-7180-01,0.040249507,0.070156998,0.000999989,HNSC,
TCGA-FR-A3R1-01,0.044835033,0.081477051,0.451000207,SKCM,
TCGA-GF-A6C9-06,0.036203367,0.066820846,0.071001829,SKCM,
TCGA-IN-A6RJ-01,0.042156372,0.087933049,0.010999639,STAD,
TCGA-BB-7870-01,0.032341662,0.055922533,0.000999989,HNSC,
TCGA-HF-7134-01,0.036424065,0.073342555,0.000999989,STAD,
TCGA-XQ-A8TB-01,0.042395184,0.072226382,0.010999639,PRAD,
TCGA-DK-AA6X-01,0.049775248,0.077799206,0.081001925,BLCA,
TCGA-FB-AAPP-01,0.04423117,0.072840079,0.000999989,PAAD,
TCGA-AB-2857-03,0.028847901,0.051119528,0.010999639,LAML,
TCGA-CV-7434-01,0.040941727,0.080040349,0.000999989,HNSC,
TCGA-LN-A49S-01,0.040430204,0.064419809,0.061001985,ESCA,
TCGA-EI-7002-01,0.051095442,0.072646489,0.081001925,READ,
TCGA-HT-8105-01,0.041505791,0.096427966,0.090999347,LGG,
TCGA-CV-7432-01,0.046879908,0.07949869,0.000999989,HNSC,
TCGA-CN-A641-01,0.032195534,0.048157115,0.030999742,HNSC,
TCGA-CV-5977-01,0.047981464,0.092723206,0.000999989,HNSC,
TCGA-BP-4961-01,0.022057352,0.071624211,0.000999989,KIRC,
TCGA-DU-A76R-01,0.043053024,0.088183605,0.650986712,LGG,
TCGA-EM-A2P2-01,0.037641595,0.061415902,0.121001765,THCA,
TCGA-KN-8419-01,0.037480982,0.05872773,0.000999989,KICH,
TCGA-BC-A10S-01,0.038084707,0.071999918,0.330999284,LIHC,
TCGA-CC-A7IE-01,0.040879327,0.072900936,0.030999742,LIHC,
TCGA-FP-7916-01,0.047590362,0.250925618,0.010999639,STAD,
TCGA-BJ-A0ZG-01,0.046736034,0.078828379,0.010999639,THCA,
TCGA-CV-6938-01,0.040256842,0.106219636,0.000999989,HNSC,
TCGA-CV-5434-01,0.046857213,0.074124415,0.010999639,HNSC,
TCGA-P4-A5ED-01,0.034975569,0.055299192,0.000999989,KIRP,
TCGA-EJ-8470-01,0.042007945,0.073402647,0.000999989,PRAD,
TCGA-CV-A45X-01,0.037788238,0.0619532,0.000999989,HNSC,
TCGA-ZG-A9LU-01,0.032599194,0.055474468,0.141003219,PRAD,
TCGA-D6-A6EO-01,0.041746865,0.064183393,0.090999347,HNSC,
TCGA-V3-A9ZY-01,0.030877036,0.049595527,0.000999989,UVM,
TCGA-UY-A9PE-01,0.035869224,0.064235478,0.121001765,BLCA,
TCGA-MP-A4T8-01,0.06059436,0.088152923,0.181004817,LUAD,
TCGA-DK-A2I6-01,0.028216991,0.049770395,0.030999742,BLCA,
TCGA-AK-3445-01,0.036965414,0.070908923,0.421002294,KIRC,
TCGA-HT-7470-01,0.044887495,0.079799098,0.010999639,LGG,
TCGA-DD-AADQ-01,0.040809695,0.072009065,0.000999989,LIHC,
TCGA-4V-A9QW-01,0.037641005,0.065326496,0.000999989,THYM,
TCGA-D5-6922-01,0.046081637,0.07883031,0.401007187,COAD,
TCGA-DJ-A2PO-01,0.037669279,0.070743668,0.010999639,THCA,
TCGA-HC-A76X-01,0.032117253,0.059951644,0.000999989,PRAD,
TCGA-G9-6347-01,0.034546002,0.060939156,0.000999989,PRAD,
TCGA-IG-A4QT-01,0.041769129,0.072625343,0.000999989,ESCA,
TCGA-A4-A6HP-01,0.032707657,0.05091887,0.361007321,KIRP,
TCGA-OR-A5JC-01,0.039935189,0.064898795,0.081001925,ACC,
TCGA-63-A5MV-01,0.03754467,0.066291584,0.000999989,LUSC,
TCGA-CG-4476-01,0.031755468,0.075422676,0.000999989,STAD,
TCGA-60-2724-01,0.015949744,0.049655606,0.181004817,LUSC,
TCGA-BP-4797-01,0.021961758,0.06748477,0.141003219,KIRC,
TCGA-XM-A8RG-01,0.033802401,0.052838429,0.11099757,THYM,
TCGA-DX-A240-01,0.049150889,0.058000954,0.000999989,SARC,
TCGA-3E-AAAZ-01,0.039848805,0.064701161,0.171003766,PAAD,
TCGA-CR-6473-01,0.047075889,0.089148825,0.000999989,HNSC,
TCGA-NC-A5HG-01,0.03781927,0.057277834,0.181004817,LUSC,
TCGA-FS-A1ZT-06,0.04306836,0.069002949,0.081001925,SKCM,
TCGA-S9-A89V-01,0.039538512,0.056696835,0.010999639,LGG,
TCGA-L5-A88W-01,0.036977385,0.063016087,0.000999989,ESCA,
TCGA-DX-AB32-01,0.035741932,0.057330621,0.240999156,SARC,
TCGA-AY-6196-01,0.04303879,0.072654674,0.21099782,COAD,
TCGA-V5-A7RB-01,0.039689574,0.079192048,0.000999989,ESCA,
TCGA-CH-5751-01,0.03593487,0.0761482,0.010999639,PRAD,
TCGA-G4-6315-01,0.038529513,0.066743773,0.220997201,COAD,
TCGA-CD-5813-01,0.045932458,0.084569984,0.050998549,STAD,
TCGA-05-4424-01,0.083362342,0.112351017,0.000999989,LUAD,
TCGA-CU-A5W6-01,0.041223243,0.064596105,1.191021949,BLCA,
TCGA-CN-5355-01,0.052557331,0.100890289,0.141003219,HNSC,
TCGA-22-5491-01,0.035490372,0.058108573,0.081001925,LUSC,
TCGA-28-5213-01,0.038814048,0.060377211,1.000970877,GBM,
TCGA-FG-6692-01,0.041199863,0.063859145,0.201004541,LGG,
TCGA-X7-A8M1-01,0.041498779,0.064311412,0.081001925,THYM,
TCGA-AZ-6599-01,0.046252939,0.069545211,0.000999989,COAD,
TCGA-MI-A75I-01,0.039415212,0.06252907,0.790972806,LIHC,
TCGA-BA-A6DL-01,0.035004231,0.057310955,0.000999989,HNSC,
TCGA-AB-2920-03,0.037105745,0.057257073,0.000999989,LAML,
TCGA-62-8398-01,0.068003472,0.094924025,0.081001925,LUAD,
TCGA-CH-5766-01,0.03193971,0.05706985,0.460987648,PRAD,
TCGA-E2-A14W-01,0.019808835,0.06183144,0.11099757,BRCA,
TCGA-98-A53A-01,0.043586888,0.069905557,0.000999989,LUSC,
TCGA-CA-6717-01,0.054574019,0.107442737,0.041000917,COAD,
TCGA-66-2780-01,0.016758786,0.053177362,0.000999989,LUSC,
TCGA-HW-8320-01,0.04372175,0.072068104,0.300992616,LGG,
TCGA-HT-7882-01,0.039283024,0.062531808,0.181004817,LGG,
TCGA-86-8073-01,0.062335651,0.097727647,0.100998096,LUAD,
TCGA-A3-3313-01,0.01672677,0.052662048,0.000999989,KIRC,
TCGA-D3-A8GV-06,0.038671113,0.058063285,0.201004541,SKCM,
TCGA-BB-4225-01,0.049503069,0.085843434,0.020999518,HNSC,
TCGA-5M-AAT4-01,0.039145605,0.066724732,0.010999639,COAD,
TCGA-BT-A20O-01,0.051575645,0.096066517,0.000999989,BLCA,
TCGA-DX-A48R-01,0.033195748,0.046148863,0.220997201,SARC,
TCGA-HT-7676-01,0.046494278,0.068238024,0.190994103,LGG,
TCGA-EL-A3ZM-01,0.032427287,0.054213057,0.150997859,THCA,
TCGA-K4-AAQO-01,0.042654419,0.069135487,0.020999518,BLCA,
TCGA-49-AAR9-01,0.065406288,0.090214673,0.220997201,LUAD,
TCGA-F2-7273-01,0.042008836,0.078167435,0.100998096,PAAD,
TCGA-A3-3365-01,0.017767606,0.052216557,0.090999347,KIRC,
TCGA-DU-A7TI-01,0.036151886,0.073744792,0.471000338,LGG,
TCGA-DD-A4NI-01,0.039938143,0.070005571,0.121001765,LIHC,
TCGA-KK-A6E4-01,0.03081169,0.047992725,0.251007086,PRAD,
TCGA-L5-A88Y-01,0.039499422,0.078696867,0.041000917,ESCA,
TCGA-91-6831-01,0.069388674,0.10239877,0.710989422,LUAD,
TCGA-CG-4305-01,0.023568588,0.09242659,0.000999989,STAD,
TCGA-EI-6509-01,0.028921257,0.046462421,0.050998549,READ,
TCGA-D7-A6EZ-01,0.036240023,0.339854947,0.000999989,STAD,
TCGA-86-8673-01,0.073054083,0.108844349,0.000999989,LUAD,
TCGA-WE-A8JZ-06,0.042383718,0.059505704,0.27100662,SKCM,
TCGA-66-2742-01,0.020727097,0.064957858,0.000999989,LUSC,
TCGA-P5-A5EY-01,0.034423314,0.055690881,0.921017197,LGG,
TCGA-B1-A47M-01,0.04897711,0.052357341,0.000999989,KIRP,
TCGA-CR-7380-01,0.036897766,0.068634311,0.000999989,HNSC,
TCGA-KN-8436-01,0.043673246,0.064165467,0.030999742,KICH,
TCGA-DD-AAE3-01,0.03647149,0.063533105,0.000999989,LIHC,
TCGA-W5-AA2I-01,0.052872212,0.09081782,0.141003219,CHOL,
TCGA-97-8174-01,0.07994437,0.112767126,0.061001985,LUAD,
TCGA-CR-7389-01,0.038940574,0.075262681,0.000999989,HNSC,
TCGA-DC-6157-01,0.041972362,0.067700855,0.11099757,READ,
TCGA-LN-A49R-01,0.040009619,0.064833916,0.030999742,ESCA,
TCGA-37-3789-01,0.026905485,0.079880006,0.000999989,LUSC,
TCGA-FS-A4FD-06,0.030424836,0.047628874,0.11099757,SKCM,
TCGA-DK-A1A3-01,0.04498075,0.079964971,0.050998549,BLCA,
TCGA-5C-A9VG-01,0.042813473,0.078182114,0.11099757,LIHC,
TCGA-DD-AACS-01,0.040266525,0.072138152,0.010999639,LIHC,
TCGA-AA-A02K-01,0.018369547,0.062805344,0.071001829,COAD,
TCGA-FP-A4BF-01,0.036740323,0.080798324,0.010999639,STAD,
TCGA-2J-AABA-01,0.044799979,0.07177305,0.141003219,PAAD,
TCGA-2Z-A9J9-01,0.037985489,0.05741515,0.090999347,KIRP,
TCGA-DD-AACH-01,0.042561132,0.069039064,0.11099757,LIHC,
TCGA-EJ-A7NM-01,0.045241273,0.077998428,0.11099757,PRAD,
TCGA-KK-A8I9-01,0.04661039,0.076563626,0.050998549,PRAD,
TCGA-DM-A1HA-01,0.031472696,0.052617875,0.071001829,COAD,
TCGA-UF-A7J9-01,0.036896958,0.056370866,0.000999989,HNSC,
TCGA-CF-A9FL-01,0.037705766,0.05691624,0.041000917,BLCA,
TCGA-DQ-7595-01,0.034424837,0.058191139,0.11099757,HNSC,
TCGA-4V-A9QM-01,0.035044055,0.064956663,0.381009797,THYM,
TCGA-LK-A4O4-01,0.038259096,0.062643365,0.000999989,MESO,
TCGA-WC-A880-01,0.03216794,0.049539178,0.000999989,UVM,
TCGA-KR-A7K2-01,0.038984866,0.073357063,0.231005643,LIHC,
TCGA-BH-A0B4-01,0.020982835,0.07135294,0.11099757,BRCA,
TCGA-EE-A3AD-06,0.038305332,0.05966499,0.020999518,SKCM,
TCGA-HT-8011-01,0.039541226,0.065253484,0.000999989,LGG,
TCGA-HI-7169-01,0.041048912,0.06775228,0.081001925,PRAD,
TCGA-BB-A5HZ-01,0.041646181,0.068759732,0.121001765,HNSC,
TCGA-AB-2822-03,0.036624452,0.059591213,0.081001925,LAML,
TCGA-AL-3472-01,0.018163491,0.052264452,0.000999989,KIRP,
TCGA-22-4607-01,0.015469825,0.052102045,0.000999989,LUSC,
TCGA-CH-5789-01,0.038319301,0.064540292,0.061001985,PRAD,
TCGA-96-7545-01,0.040471161,0.075348202,0.030999742,LUSC,
TCGA-M7-A71Z-01,0.040349186,0.07508863,0.000999989,PRAD,
TCGA-FD-A5BX-01,0.037155026,0.059786349,0.11099757,BLCA,
TCGA-UT-A88D-01,0.038324984,0.071882652,0.130996484,MESO,
TCGA-AQ-A54O-01,0.043345067,0.072242537,0.000999989,BRCA,
TCGA-EL-A4KD-01,0.03198101,0.049489108,0.000999989,THCA,
TCGA-XE-AAOJ-01,0.038218076,0.058745162,2.51106609,TGCT,TGCT-NS
TCGA-CM-6679-01,0.044200195,0.077146135,0.010999639,COAD,
TCGA-EE-A2ML-06,0.042523719,0.074993702,0.010999639,SKCM,
TCGA-90-A4EE-01,0.035304009,0.062992014,0.21099782,LUSC,
TCGA-3R-A8YX-01,0.038694844,0.081755025,0.000999989,SARC,
TCGA-EB-A3HV-01,0.040633036,0.072974412,0.000999989,SKCM,
TCGA-DD-A3A4-01,0.041127172,0.071858189,0.000999989,LIHC,
TCGA-SR-A6MX-09,0.039663417,0.077790517,0.114331174,PCPG,
TCGA-69-7764-01,0.076398139,0.107110009,0.000999989,LUAD,
TCGA-KK-A6E0-01,0.031468436,0.053156717,0.090999347,PRAD,
TCGA-ZF-A9R1-01,0.037939498,0.066438094,0.000999989,BLCA,
TCGA-V1-A8X3-01,0.037670496,0.06704055,0.27100662,PRAD,
TCGA-NC-A5HL-01,0.039297971,0.066034205,0.050998549,LUSC,
TCGA-A3-3352-01,0.021025167,0.061063157,0.010999639,KIRC,
TCGA-TM-A84F-01,0.036957747,0.063156492,0.291001804,LGG,
TCGA-UY-A9PH-01,0.035797332,0.059041891,0.421002294,BLCA,
TCGA-P5-A5F0-01,0.042302727,0.087148238,0.010999639,LGG,
TCGA-HC-8213-01,0.036505615,0.059179499,0.130996484,PRAD,
TCGA-CR-7401-01,0.035731797,0.071513801,0.171003766,HNSC,
TCGA-85-8352-01,0.044131512,0.070141107,0.121001765,LUSC,
TCGA-2G-AAGW-01,0.033129804,0.064516969,0.010999639,TGCT,TGCT-NS
TCGA-BQ-7055-01,0.037121609,0.058845966,0.000999989,KIRP,
TCGA-22-1017-01,0.018794866,0.064945715,0.000999989,LUSC,
TCGA-BR-6710-01,0.047711129,0.075617182,0.010999639,STAD,
TCGA-27-1834-01,0.012022107,0.039945989,0.300992616,GBM,
TCGA-BR-4256-01,0.021183164,0.079684769,0.11099757,STAD,
TCGA-FT-A61P-01,0.028722686,0.05467046,0.050998549,BLCA,
TCGA-YL-A8SK-01,0.033697457,0.063235497,0.050998549,PRAD,
TCGA-BR-8291-01,0.03822743,0.0702253,0.000999989,STAD,
TCGA-AB-3008-03,0.040236466,0.087460586,0.000999989,LAML,
TCGA-CG-5725-01,0.044744075,0.068618174,0.071001829,STAD,
TCGA-AB-2813-03,0.034700205,0.052553932,0.160996363,LAML,
TCGA-DX-A48J-01,0.037889224,0.053491324,0.100998096,SARC,
TCGA-BR-7703-01,0.03908281,0.088830594,0.000999989,STAD,
TCGA-DK-A3WW-01,0.035003477,0.061530389,0.000999989,BLCA,
TCGA-2L-AAQM-01,0.032250807,0.051529473,0.050998549,PAAD,
TCGA-G9-6385-01,0.04249302,0.075112242,0.071001829,PRAD,
TCGA-DX-A1L4-01,0.039368081,0.06210216,0.000999989,SARC,
TCGA-L5-A4OI-01,0.0335257,0.071685167,0.000999989,ESCA,
TCGA-FE-A231-01,0.034810445,0.055577083,0.090999347,THCA,
TCGA-AB-2817-03,0.038186843,0.059389188,0.041000917,LAML,
TCGA-DX-A1KW-01,0.031512578,0.05506056,0.491001726,SARC,
TCGA-DW-7836-01,0.039397908,0.058895111,0.130996484,KIRP,
TCGA-DJ-A1QG-01,0.03377084,0.060278794,0.330999284,THCA,
TCGA-DW-5561-01,0.040567293,0.064955093,0.071001829,KIRP,
TCGA-WA-A7GZ-01,0.036429764,0.064125739,0.030999742,HNSC,
TCGA-85-8664-01,0.0466121,0.071945263,0.441015113,LUSC,
TCGA-BP-4970-01,0.022292637,0.073181058,0.000999989,KIRC,
TCGA-B0-4707-01,0.035887117,0.063693339,2.94098617,KIRC,
TCGA-CQ-6220-01,0.045718024,0.079812858,0.000999989,HNSC,
TCGA-CR-6474-01,0.048241262,0.082311747,0.000999989,HNSC,
TCGA-34-2596-01,0.015398344,0.055278836,0.000999989,LUSC,
TCGA-HZ-7918-01,0.042135804,0.076184399,0.030999742,PAAD,
TCGA-VN-A88P-01,0.039265574,0.06367002,0.000999989,PRAD,
TCGA-A6-2674-01,0.015895748,0.049792084,0.440995743,COAD,
TCGA-77-7138-01,0.03804888,0.061691129,0.000999989,LUSC,
TCGA-ER-A19T-09,0.039992566,0.082666828,0.036000909,SKCM,
TCGA-BR-A452-01,0.035482584,0.062890789,0.371002291,STAD,
TCGA-HD-7917-01,0.038915553,0.071854182,0.081001925,HNSC,
TCGA-EB-A5VU-01,0.030514752,0.049610114,0.081001925,SKCM,
TCGA-CJ-6031-01,0.041963636,0.075335074,0.010999639,KIRC,
TCGA-DH-A7UU-01,0.038139614,0.072292158,0.050998549,LGG,
TCGA-TM-A84R-01,0.037401819,0.076173821,0.280991813,LGG,
TCGA-BA-6869-01,0.04324716,0.073021551,0.000999989,HNSC,
TCGA-06-2567-01,0.015410467,0.047164851,0.071001829,GBM,
TCGA-TQ-A7RR-01,0.035206846,0.060346043,0.020999518,LGG,
TCGA-28-1747-01,0.014229555,0.044340168,0.061001985,GBM,
TCGA-M7-A723-01,0.040953204,0.070769066,0.010999639,PRAD,
TCGA-XK-AAIV-01,0.035493729,0.064358903,0.000999989,PRAD,
TCGA-39-5021-01,0.033853597,0.058127931,0.010999639,LUSC,
TCGA-CJ-4895-01,0.022058432,0.072614463,0.020999518,KIRC,
TCGA-5P-A9KE-01,0.036531864,0.056994358,0.000999989,KIRP,
TCGA-DD-A4NQ-01,0.040503856,0.063990469,0.260996072,LIHC,
TCGA-D3-A51R-06,0.030484174,0.043847392,1.361031069,SKCM,
TCGA-QQ-A5VD-01,0.042706456,0.074002735,0.160996363,SARC,
TCGA-US-A77E-01,0.037932968,0.065539186,0.090999347,PAAD,
TCGA-B0-4844-01,0.03695239,0.06594429,0.471000338,KIRC,
TCGA-2Y-A9GX-01,0.040449922,0.079774763,0.000999989,LIHC,
TCGA-NC-A5HM-01,0.03506112,0.054970485,0.000999989,LUSC,
TCGA-FC-A4JI-01,0.039275425,0.058256283,0.000999989,PRAD,
TCGA-EJ-A65M-01,0.038176379,0.070745528,0.081001925,PRAD,
TCGA-L5-A43I-01,0.04650956,0.074174852,0.000999989,ESCA,
TCGA-QQ-A8VF-01,0.039774348,0.071863679,0.460987648,SARC,
TCGA-HC-A76W-01,0.039987439,0.081048454,0.041000917,PRAD,
TCGA-ZN-A9VU-01,0.040920987,0.070373185,0.081001925,MESO,
TCGA-63-A5MS-01,0.03970613,0.071360869,0.000999989,LUSC,
TCGA-AF-6655-01,0.042917421,0.068196446,0.000999989,READ,
TCGA-DA-A3F5-06,0.038848803,0.078828273,0.090999347,SKCM,
TCGA-OR-A5J1-01,0.03654797,0.057822941,0.000999989,ACC,
TCGA-EJ-5505-01,0.039834488,0.069999679,0.000999989,PRAD,
TCGA-55-8089-01,0.065378657,0.100904794,0.421002294,LUAD,
TCGA-OR-A5JZ-01,0.03503674,0.051308968,0.150997859,ACC,
TCGA-DD-AAEB-01,0.037598679,0.059390134,0.150997859,LIHC,
TCGA-33-4538-01,0.014845474,0.053021433,0.000999989,LUSC,
TCGA-AB-2932-03,0.035582855,0.05644465,0.010999639,LAML,
TCGA-DX-A1L1-01,0.033989377,0.087622665,0.000999989,SARC,
TCGA-R6-A6XQ-01,0.040456627,0.059561832,0.041000917,ESCA,
TCGA-B9-4113-01,0.021097427,0.058993561,0.150997859,KIRP,
TCGA-60-2698-01,0.01575401,0.053629611,0.081001925,LUSC,
TCGA-Z6-A9VB-01,0.040428534,0.067693419,0.000999989,ESCA,
TCGA-RW-A8AZ-01,0.040963195,0.055418418,0.000999989,PCPG,
TCGA-V3-A9ZX-01,0.039433541,0.062711525,0.010999639,UVM,
TCGA-CC-A3MA-01,0.039331166,0.073297428,0.000999989,LIHC,
TCGA-66-2782-01,0.022006071,0.061001594,0.000999989,LUSC,
TCGA-DX-AB35-01,0.030455838,0.049054731,0.451000207,SARC,
TCGA-CJ-4881-01,0.022040786,0.073809796,1.081025084,KIRC,
TCGA-CK-5914-01,0.043261655,0.069345775,0.010999639,COAD,
TCGA-B0-4817-01,0.033925198,0.059641036,0.291001804,KIRC,
TCGA-YB-A89D-01,0.0492222,0.079277038,0.000999989,PAAD,
TCGA-2Y-A9H3-01,0.041960401,0.074910259,0.020999518,LIHC,
TCGA-BF-A9VF-01,0.0367602,0.058761002,0.350989554,SKCM,
TCGA-G4-6311-01,0.042580806,0.078246176,0.000999989,COAD,
TCGA-3M-AB47-01,0.038023364,0.077591002,0.751007906,STAD,
TCGA-QK-AA3J-01,0.037705768,0.062020682,0.071001829,HNSC,
