sample,median_of_rounded_avg_modal_copies_per_chr,median_of_unrounded_avg_modal_copies_per_chr
TCGA-78-7220-01,3,2.537296154
TCGA-AR-A2LK-01,3,3
TCGA-55-A48Z-01,3,3
TCGA-04-1525-01,3,3.357905552
TCGA-25-1877-01,3,2.633598819
TCGA-A6-A56B-01,3,3.003424816
TCGA-25-1633-01,3,2.578201994
TCGA-VQ-A8DU-01,3,2.637095845
TCGA-FZ-5920-01,3,2.998936955
TCGA-2G-AAGA-01,3,2.99962066
TCGA-25-1312-01,3,3.289168964
TCGA-2G-AAL5-01,3,2.784257159
TCGA-LL-A7SZ-01,3,3.178971301
TCGA-33-AASD-01,3,3.352724501
TCGA-P4-A5EB-01,3,3.000067105
TCGA-20-1685-01,3,3.207502376
TCGA-58-8391-01,3,3.013259329
TCGA-13-0904-01,3,2.909988644
TCGA-DX-A1KU-01,3,3.004506083
TCGA-05-4250-01,3,3
TCGA-24-2261-01,3,2.850718637
TCGA-XY-A89B-01,3,2.998899838
TCGA-IE-A4EJ-01,3,2.896804176
TCGA-D3-A2JC-01,3,3.042288166
TCGA-62-A471-01,3,2.869198349
TCGA-L5-A4OE-01,3,3.327873984
TCGA-CV-5434-01,3,3.180143103
TCGA-86-8669-01,3,3.302459896
TCGA-D3-A8GO-06,3,3.000929658
TCGA-30-1867-01,3,3.026047244
TCGA-CC-A7IJ-01,3,2.661171055
TCGA-A7-A6VV-01,3,2.920062401
TCGA-VF-A8AA-01,3,3.005128008
TCGA-GU-A42Q-01,3,3
TCGA-FI-A2EX-01,3,3.189979473
TCGA-AA-3846-01,3,3
TCGA-LN-A49R-01,3,3.223402364
TCGA-FU-A40J-01,3,3.187606167
TCGA-D3-A1Q5-06,3,2.9986996
TCGA-EQ-5647-01,3,3.048453041
TCGA-08-0246-01,3,2.998599271
TCGA-56-8629-01,3,2.853428369
TCGA-66-2766-01,3,2.882276337
TCGA-DY-A1DE-01,3,2.98363239
TCGA-04-1360-01,3,2.845040308
TCGA-04-1542-01,3,2.920377823
TCGA-XY-A9T9-01,3,2.999568595
TCGA-VS-A9U5-01,3,3.301392562
TCGA-VS-A8EJ-01,3,2.547977255
TCGA-J2-8194-01,3,3
TCGA-CJ-4635-01,3,3
TCGA-DC-4749-01,3,3
TCGA-94-7557-01,3,3.117460721
TCGA-DX-AB35-01,3,3.450519264
TCGA-50-5933-01,3,2.856965654
TCGA-L5-A8NJ-01,3,2.877435074
TCGA-CV-6951-01,3,3.121859027
TCGA-E9-A1RD-01,3,3
TCGA-V5-AASW-01,3,2.731629084
TCGA-S9-A6WD-01,3,3
TCGA-50-5068-01,3,2.995799759
TCGA-C4-A0EZ-01,3,3.139628271
TCGA-AN-A0AM-01,3,3.451256719
TCGA-N5-A4RA-01,3,2.963520294
TCGA-BH-A1FU-01,3,3
TCGA-18-3415-01,3,2.84819565
TCGA-D3-A2JN-06,3,3.131990249
TCGA-21-1076-01,3,3
TCGA-AZ-6608-01,3,3.108000348
TCGA-3X-AAVB-01,3,3
TCGA-KR-A7K7-01,3,2.957445721
TCGA-77-A5GF-01,3,2.796929643
TCGA-A2-A0CV-01,3,3
TCGA-DK-A6AV-01,3,2.996945477
TCGA-43-7658-01,3,2.997928675
TCGA-04-1362-01,3,2.769220654
TCGA-BR-8484-01,3,2.999819447
TCGA-PL-A8LV-01,3,2.952237588
TCGA-SG-A849-01,3,2.913494793
TCGA-CA-5255-01,3,3
TCGA-G4-6303-01,3,3
TCGA-85-8287-01,3,2.719676031
TCGA-CI-6621-01,3,3.01553752
TCGA-77-8130-01,3,3.341914263
TCGA-EY-A2ON-01,3,3.205895348
TCGA-D3-A3CC-06,3,3.329376807
TCGA-IE-A6BZ-01,3,2.896833267
TCGA-29-1701-01,3,3.347047518
TCGA-CZ-5457-01,3,2.921326833
TCGA-CD-5801-01,3,3
TCGA-61-1918-01,3,3.273239196
TCGA-A7-A13D-01,3,2.746834667
TCGA-UF-A7JK-01,3,2.993980158
TCGA-46-6025-01,3,2.662037905
TCGA-10-0927-01,3,2.901952832
TCGA-BR-A4QI-01,3,3.024460646
TCGA-61-2097-01,3,2.977530544
TCGA-2L-AAQL-01,3,3.026600601
TCGA-BR-7959-01,3,2.998891915
TCGA-CU-A3KJ-01,3,3.012408106
TCGA-06-0410-01,3,3.181396708
TCGA-33-4538-01,3,3.019726833
TCGA-4T-AA8H-01,3,3
TCGA-HZ-A4BK-01,3,3.131853115
TCGA-E2-A1L8-01,3,2.803835392
TCGA-E9-A1RF-01,3,3.237908808
TCGA-60-2706-01,3,3.383094381
TCGA-A8-A09X-01,3,3.13318897
TCGA-CR-6478-01,3,3.220400397
TCGA-13-1407-01,3,3.33051361
TCGA-22-4593-01,3,2.922591381
TCGA-NQ-A57I-01,3,2.982048762
TCGA-A8-A09C-01,3,3.001826318
TCGA-2G-AAGF-01,3,2.999606071
TCGA-2G-AAKG-05,3,3
TCGA-OR-A5KP-01,3,3.000648737
TCGA-A5-A1OG-01,3,3.348149474
TCGA-AG-3882-01,3,3
TCGA-D6-8569-01,3,3.329879425
TCGA-3S-A8YW-01,3,2.998857333
TCGA-70-6723-01,3,2.792609095
TCGA-DD-AADN-01,3,3.007761988
TCGA-L5-A8NV-01,3,3.003231651
TCGA-VS-A8EH-01,3,3
TCGA-55-6982-01,3,2.964672431
TCGA-91-6836-01,3,3.319443748
TCGA-D8-A1Y3-01,3,2.626429088
TCGA-ZF-A9RG-01,3,2.996807621
TCGA-FP-A8CX-01,3,2.999128569
TCGA-13-1487-01,3,2.577949084
TCGA-23-1117-01,3,3.205236377
TCGA-F5-6811-01,3,3
TCGA-UC-A7PG-06,3,2.811064014
TCGA-FX-A2QS-01,3,2.980215431
TCGA-64-5775-01,3,3
TCGA-AG-3601-01,3,3.117390572
TCGA-59-2348-01,3,3.27423673
TCGA-CV-A45R-01,3,3
TCGA-23-1123-01,3,3.003875551
TCGA-BT-A20J-01,3,2.837113423
TCGA-B5-A1N2-01,3,2.969728074
TCGA-AR-A24Z-01,3,3.117144898
TCGA-DD-A11A-01,3,3.348522042
TCGA-98-8022-01,3,3.059747015
TCGA-E9-A295-01,3,3.116496899
TCGA-DF-A2KS-01,3,2.917697562
TCGA-D3-A1Q6-01,3,3
TCGA-DA-A1IA-01,3,3
TCGA-WK-A8Y0-01,3,3.272392813
TCGA-DA-A1I1-06,3,3
TCGA-E2-A10C-01,3,3
TCGA-EW-A1OY-01,3,2.74738239
TCGA-AG-3881-01,3,2.713541882
TCGA-B5-A3S1-01,3,3.089899074
TCGA-AO-A12A-01,3,3
TCGA-AX-A3G4-01,3,3.316317852
TCGA-2G-AALZ-01,3,2.955179016
TCGA-BH-A1ES-06,3,3
TCGA-DX-AB2O-01,3,3
TCGA-A6-3807-01,3,2.949102638
TCGA-CX-7086-01,3,3.020049208
TCGA-AN-A0FK-01,3,3
TCGA-05-4389-01,3,3
TCGA-34-A5IX-01,3,2.991988884
TCGA-EO-A1Y5-01,3,3.075017024
TCGA-NA-A4R0-01,3,3.146991038
TCGA-GN-A4U3-06,3,3.087369867
TCGA-24-1418-01,3,3.055178742
TCGA-W5-AA31-01,3,3.000523827
TCGA-29-1784-01,3,2.962920256
TCGA-21-5783-01,3,2.996684132
TCGA-ZF-AA4X-01,3,3.232823495
TCGA-66-2787-01,3,3.070488498
TCGA-24-1923-01,3,3.489151951
TCGA-HZ-7922-01,3,3
TCGA-A8-A06N-01,3,3
TCGA-13-0911-01,3,2.895393839
TCGA-AR-A0U2-01,3,2.812324686
TCGA-LN-A49O-01,3,2.991366649
TCGA-CD-8525-01,3,2.994646566
TCGA-DK-AA6W-01,3,2.864925269
TCGA-HQ-A5ND-01,3,3.035223169
TCGA-EW-A6SD-01,3,3.413080479
TCGA-30-1892-01,3,3
TCGA-UT-A88G-01,3,2.562095309
TCGA-24-1474-01,3,3.316477992
TCGA-N5-A4RN-01,3,3.062641035
TCGA-B6-A401-01,3,3.000446008
TCGA-99-8032-01,3,3.379046866
TCGA-49-4505-01,3,2.787886895
TCGA-91-8499-01,3,2.718336285
TCGA-44-5644-01,3,2.960235743
TCGA-09-0364-01,3,3.028224857
TCGA-N8-A4PO-01,3,2.774193451
TCGA-DA-A1I7-01,3,3.051128419
TCGA-CC-A8HV-01,3,3.415034472
TCGA-2H-A9GQ-01,3,2.877572214
TCGA-24-0979-01,3,2.769598584
TCGA-F4-6855-01,3,3
TCGA-Z6-AAPN-01,3,2.74441027
TCGA-AF-6672-01,3,3
TCGA-C8-A138-01,3,3.417392101
TCGA-AG-A014-01,3,3.000016661
TCGA-HZ-A77O-01,3,3.189531946
TCGA-XF-A9SM-01,3,2.927609041
TCGA-BH-A0C1-01,3,3.000293234
TCGA-AJ-A3BI-01,3,3
TCGA-FU-A23L-01,3,3.199128815
TCGA-DD-AAVV-01,3,3.007124445
TCGA-04-1536-01,3,2.821082398
TCGA-37-4135-01,3,3.028173828
TCGA-04-1350-01,3,2.96755484
TCGA-W3-AA1V-06,3,2.686912547
TCGA-24-2260-01,3,2.973134643
TCGA-CV-6933-01,3,3.418849836
TCGA-DK-A1A3-01,3,3.167431074
TCGA-97-8552-01,3,3.469381852
TCGA-66-2758-01,3,3.240822704
TCGA-R6-A6DN-01,3,3.135944912
TCGA-MT-A51X-01,3,3.009719864
TCGA-98-8023-01,3,2.78010213
TCGA-34-2600-01,3,3
TCGA-GV-A40G-01,3,2.97796456
TCGA-75-6211-01,3,3.15103531
TCGA-G7-7502-01,3,3
TCGA-34-2604-01,3,2.986343723
TCGA-CV-6954-01,3,3
TCGA-DC-6682-01,3,3.198537683
TCGA-B6-A0WY-01,3,3.072938005
TCGA-ER-A19G-06,3,3.165244425
TCGA-49-6767-01,3,3.091311865
TCGA-EE-A29T-01,3,3
TCGA-UU-A93S-01,3,3.074158304
TCGA-E9-A1RA-01,3,3
TCGA-W4-A7U2-01,3,2.892359527
TCGA-2G-AAGN-01,3,3
TCGA-3B-A9I1-01,3,3.017275918
TCGA-IN-A6RP-01,3,3.066792475
TCGA-GF-A4EO-01,3,3.178425993
TCGA-CG-4438-01,3,2.678834663
TCGA-64-1677-01,3,3
TCGA-EB-A431-01,3,2.516816139
TCGA-2G-AAKG-01,3,2.992858847
TCGA-2G-AALY-01,3,2.999460139
TCGA-BR-7716-01,3,2.92360356
TCGA-Z4-AAPG-01,3,2.92319816
TCGA-44-7669-01,3,3.248056697
TCGA-DK-A6B1-01,3,3.3436874
TCGA-EA-A97N-01,3,2.930388619
TCGA-R6-A8WC-01,3,2.710066363
TCGA-VQ-A8P5-01,3,2.736269326
TCGA-ER-A19E-01,3,3.010355274
TCGA-XE-AAOB-01,3,3
TCGA-2G-AAGI-05,3,3.132567617
TCGA-D8-A147-01,3,3.334236573
TCGA-EE-A3JH-06,3,2.977566084
TCGA-C5-A7CO-01,3,2.995749294
TCGA-A8-A075-01,3,3.005489254
TCGA-S6-A8JW-01,3,3.000729315
TCGA-HB-A43Z-01,3,2.791150133
TCGA-85-8582-01,3,2.622572144
TCGA-C8-A12U-01,3,3.008313282
TCGA-LL-A6FR-01,3,2.993140825
TCGA-GN-A264-01,3,2.993707522
TCGA-VS-A8EC-01,3,3.187139346
TCGA-A8-A08F-01,3,3.03228346
TCGA-DA-A1IA-06,3,3
TCGA-04-1371-01,3,3.037164009
TCGA-86-8672-01,3,2.723924193
TCGA-23-1110-01,3,3.020189173
TCGA-CV-7435-01,3,3.34376496
TCGA-WZ-A7V4-01,3,2.996378642
TCGA-DK-A3IM-01,3,2.677763603
TCGA-CV-7235-01,3,2.973549713
TCGA-5U-AB0E-01,3,2.999728577
TCGA-13-0794-01,3,3.478473877
TCGA-FW-A3I3-06,3,3.07273516
TCGA-EE-A29L-06,3,3.400144408
TCGA-CV-7424-01,3,3
TCGA-58-8393-01,3,2.971028206
TCGA-A2-A04T-01,3,3.114658709
TCGA-52-7809-01,3,2.798499547
TCGA-D3-A1Q1-01,3,3
TCGA-BR-A4CS-01,3,2.951202441
TCGA-2G-AAFJ-01,3,2.984509247
TCGA-DK-A1A6-01,3,3.199607583
TCGA-A7-A6VX-01,3,3.018910315
TCGA-85-8276-01,3,3.371099638
TCGA-BR-4255-01,3,2.995074795
TCGA-VF-A8AD-01,3,2.734484575
TCGA-BA-7269-01,3,3
TCGA-NF-A4X2-01,3,2.9849311
TCGA-29-1775-01,3,3.332882322
TCGA-EM-A3O9-01,3,3
TCGA-A2-A0EY-01,3,3.282810439
TCGA-D8-A1XW-01,3,2.579488434
TCGA-53-7624-01,3,2.91180562
TCGA-BH-A0BZ-01,3,3
TCGA-24-1604-01,3,3.095307549
TCGA-49-4506-01,3,2.895822707
TCGA-66-2767-01,3,3.022848994
TCGA-CN-6011-01,3,2.937695125
TCGA-A1-A0SN-01,3,3.000457638
TCGA-D3-A3C3-01,3,3
TCGA-EE-A3AG-01,3,3.254983223
TCGA-A2-A1G1-01,3,2.76559837
TCGA-C8-A12O-01,3,3.439816195
TCGA-B6-A0I2-01,3,2.886238641
TCGA-GC-A3I6-01,3,2.559922423
TCGA-EB-A6QY-01,3,3.346572872
TCGA-IG-A3YA-01,3,3.008116163
TCGA-AR-A251-01,3,2.83132918
TCGA-NC-A5HN-01,3,2.976593774
TCGA-D8-A1JF-01,3,3.317045947
TCGA-VM-A8CA-01,3,3
TCGA-22-5471-01,3,3.042650297
TCGA-K1-A42W-01,3,2.998915073
TCGA-CN-6988-01,3,3.001742347
TCGA-SH-A7BH-01,3,3
TCGA-85-8052-01,3,3
TCGA-42-2587-01,3,3.085813055
TCGA-G4-6314-01,3,3.029771143
TCGA-D7-6817-01,3,2.980550423
TCGA-02-0106-01,3,3.38384795
TCGA-K4-A6MB-01,3,3.097607718
TCGA-2G-AALT-01,3,3
TCGA-25-2404-01,3,2.953167063
TCGA-86-7955-01,3,3.182626807
TCGA-BR-8679-01,3,3.019372098
TCGA-73-4666-01,3,3
TCGA-37-5819-01,3,2.937481439
TCGA-CQ-6220-01,3,3
TCGA-D6-6516-01,3,3.194636271
TCGA-61-2104-01,3,2.984381361
TCGA-SB-A76C-01,3,3
TCGA-DX-A7EI-01,3,3.144455246
TCGA-HM-A3JJ-01,3,2.556185508
TCGA-R5-A7ZE-01,3,2.655747086
TCGA-DX-A23Y-01,3,3.324512808
TCGA-WK-A8XS-01,3,3.071701215
TCGA-ZF-A9RN-01,3,2.630222944
TCGA-98-A53B-01,3,3.17837536
TCGA-E7-A7PW-01,3,3.246411126
TCGA-BH-A0HQ-01,3,3
TCGA-UF-A71E-01,3,2.973874882
TCGA-UF-A7JH-01,3,3.022635311
TCGA-3B-A9HR-01,3,3.024079323
TCGA-K4-AAQO-01,3,3.050111762
TCGA-EE-A2GO-01,3,3
TCGA-3B-A9HX-01,3,3.00751583
TCGA-78-7150-01,3,3
TCGA-CI-6624-01,3,2.874444401
TCGA-EK-A3GM-01,3,2.999793547
TCGA-AJ-A3TW-01,3,2.800755017
TCGA-DA-A1I1-01,3,3
TCGA-UB-A7MC-01,3,3
TCGA-XC-AA0X-01,3,2.856442632
TCGA-59-2351-01,3,2.795105127
TCGA-AD-6888-01,3,3.003772656
TCGA-E9-A22D-01,3,3.361975108
TCGA-E7-A97Q-01,3,3.269134227
TCGA-12-1602-01,3,3.112074495
TCGA-80-5608-01,3,3
TCGA-AA-A02W-01,3,2.872597428
TCGA-EB-A51B-01,3,3.181023412
TCGA-AA-A01T-01,3,3.310741393
TCGA-EB-A5UL-06,3,2.764446139
TCGA-56-8201-01,3,3.308132322
TCGA-AA-3662-01,3,3
TCGA-55-8094-01,3,2.569358333
TCGA-ER-A19E-06,3,2.90796175
TCGA-75-5125-01,3,3.241257292
TCGA-61-1907-01,3,3.405247741
TCGA-CJ-5679-01,3,3
TCGA-HT-8564-01,3,3.009806891
TCGA-AG-3728-01,3,2.994947695
TCGA-29-2431-01,3,2.913203738
TCGA-EE-A2M6-06,3,3.03333411
TCGA-22-A5C4-01,3,3.012343008
TCGA-C5-A2LV-01,3,2.779205791
TCGA-CV-6937-01,3,3.363837334
TCGA-VD-AA8O-01,3,3
TCGA-D7-6521-01,3,3
TCGA-FD-A6TK-01,3,2.987159715
TCGA-61-1919-01,3,2.826679693
TCGA-VR-AA4D-01,3,3.181190467
TCGA-S8-A6BV-01,3,2.994871006
TCGA-AA-3850-01,3,2.596931261
TCGA-55-7994-01,3,2.783205135
TCGA-UY-A78N-01,3,3.079555082
TCGA-69-7978-01,3,2.87653067
TCGA-56-5898-01,3,3.272270575
TCGA-2Y-A9H8-01,3,3
TCGA-DD-AACB-01,3,3.039545717
TCGA-XF-A9SK-01,3,3.033467489
TCGA-78-7147-01,3,3
TCGA-WE-A8ZX-06,3,3.236756736
TCGA-A6-4105-01,3,2.994739454
TCGA-58-A46M-01,3,3.143726038
TCGA-WZ-A7V3-01,3,2.999691623
TCGA-A8-A081-01,3,2.886093635
TCGA-ZG-A9LB-01,3,3
TCGA-IB-7886-01,3,2.614014944
TCGA-KP-A3W3-01,3,2.977211979
TCGA-50-7109-01,3,2.805218244
TCGA-AP-A1DQ-01,3,3.014151618
TCGA-BT-A20X-01,3,3.063337544
TCGA-OL-A66I-01,3,3.110398177
TCGA-50-5941-01,3,2.858222614
TCGA-37-A5EL-01,3,3.32961055
TCGA-CR-7367-01,3,3.303639883
TCGA-IN-7808-01,3,2.855791548
TCGA-EE-A181-06,3,3
TCGA-ZM-AA0N-01,3,3.472847435
TCGA-5T-A9QA-01,3,3
TCGA-43-2576-01,3,3.192479453
TCGA-DK-AA6L-01,3,2.997024477
TCGA-YD-A9TA-06,3,3.006100903
TCGA-EY-A1GO-01,3,3
TCGA-DX-A8BH-01,3,2.927723204
TCGA-K1-A6RV-01,3,2.766246619
TCGA-VR-AA7B-01,3,3.31572884
TCGA-BH-A18T-01,3,3.279289135
TCGA-CG-4475-01,3,3.023644127
TCGA-E2-A14R-01,3,3.116809069
TCGA-AK-3430-01,3,3
TCGA-B0-5116-01,3,3
TCGA-W2-A7H5-01,3,3
TCGA-A2-A0D0-01,3,2.640289858
TCGA-C5-A8XH-01,3,3.019096546
TCGA-L5-A4OG-01,3,2.911765831
TCGA-KF-A41W-01,3,2.566922825
TCGA-LN-A5U6-01,3,2.579622693
TCGA-06-0195-01,3,3
TCGA-BP-4985-01,3,3.101999462
TCGA-X6-A7WC-01,3,3.029993995
TCGA-PQ-A6FN-01,3,3.286677476
TCGA-85-8350-01,3,3.312068476
TCGA-DK-A6B2-01,3,3.377224486
TCGA-34-5928-01,3,3.122041582
TCGA-CM-4747-01,3,3
TCGA-LN-A7HY-01,3,3.194788808
TCGA-24-1557-01,3,3.034849625
TCGA-ER-A19H-06,3,2.916548058
TCGA-24-1614-01,3,3.147207223
TCGA-L5-A43M-01,3,3.254718221
TCGA-E9-A243-01,3,3
TCGA-2G-AAFN-01,3,2.988342729
TCGA-DK-A3X1-01,3,3.440253565
TCGA-OR-A5JM-01,3,2.919675485
TCGA-QC-A7B5-01,3.5,3.492806584
TCGA-GN-A8LN-01,3.5,3.554672936
TCGA-EB-A82B-01,3.5,3.626103933
TCGA-BC-A5W4-01,3.5,3.663156252
TCGA-BH-A0H7-01,3.5,3.398830819
TCGA-KL-8327-01,3.5,3.5
TCGA-AG-A01L-01,3.5,3.482583718
TCGA-56-8305-01,3.5,3.438233023
TCGA-98-A53J-01,3.5,3.489164727
TCGA-MA-AA43-01,3.5,3.587417922
TCGA-52-7810-01,3.5,3.356802641
TCGA-HZ-8005-01,3.5,3.522425134
TCGA-D3-A8GM-06,3.5,3.438212578
TCGA-BH-A203-01,3.5,3.524007758
TCGA-24-2290-01,3.5,3.576444022
TCGA-LN-A8I1-01,3.5,3.554697425
TCGA-AN-A0AS-01,3.5,3.524136586
TCGA-XE-AAO6-01,3.5,3.582261053
TCGA-86-8074-01,3.5,3.565463842
TCGA-24-1616-01,3.5,3.405275485
TCGA-4V-A9QR-01,3.5,3.462774007
TCGA-D6-6823-01,3.5,3.471514619
TCGA-08-0510-01,3.5,3.478245698
TCGA-A2-A0T1-01,3.5,3.418034729
TCGA-CG-4460-01,3.5,3.492282226
TCGA-EM-A22N-01,3.5,3.5
TCGA-VS-A9UH-01,3.5,3.598922309
TCGA-D5-5539-01,3.5,3.546533408
TCGA-BC-A217-01,3.5,3.542984983
TCGA-CV-5977-01,3.5,3.363483791
TCGA-16-0846-01,3.5,3.563791602
TCGA-18-3417-01,3.5,3.532065243
TCGA-56-6545-01,3.5,3.467040836
TCGA-QK-A6IG-01,3.5,3.431268051
TCGA-EB-A4IS-01,3.5,3.632182261
TCGA-25-1878-01,3.5,3.402866516
TCGA-CK-5915-01,3.5,3.49834336
TCGA-A7-A0CD-01,3.5,3.655384014
TCGA-DK-A3IN-01,3.5,3.492010363
TCGA-IS-A3KA-01,3.5,3.483930057
TCGA-OR-A5JS-01,3.5,3.711267035
TCGA-B4-5838-01,3.5,3.6782197
TCGA-D3-A2JE-06,3.5,3.525016717
TCGA-A3-3382-01,3.5,3.45496109
TCGA-FD-A43U-01,3.5,3.520473869
TCGA-AG-3593-01,3.5,3.555371583
TCGA-85-7844-01,3.5,3.501296153
TCGA-29-A5NZ-01,3.5,3.500998419
TCGA-76-4934-01,3.5,3.539371898
TCGA-DX-A6YT-01,3.5,3.496462204
TCGA-CA-6716-01,3.5,3.569877536
TCGA-UY-A9PE-01,3.5,3.521166477
TCGA-BA-6873-01,3.5,3.500949041
TCGA-BA-6870-01,3.5,3.496417638
TCGA-13-0795-01,3.5,3.525130764
TCGA-86-8055-01,3.5,3.587996311
TCGA-G3-A7M5-01,3.5,3.564671925
TCGA-24-1844-01,3.5,3.49476042
TCGA-22-4605-01,3.5,3.341546206
TCGA-XF-AAMJ-01,3.5,3.290660872
TCGA-A5-A0R6-01,3.5,3.524057146
TCGA-EW-A2FV-01,3.5,3.524129157
TCGA-4L-AA1F-01,3.5,3.501792889
TCGA-E5-A2PC-01,3.5,3.478702939
TCGA-DX-A3UD-01,3.5,3.652706267
TCGA-DX-A6BF-01,3.5,3.524569315
TCGA-D9-A6E9-06,3.5,3.481509365
TCGA-F7-A50J-01,3.5,3.52783352
TCGA-56-7582-01,3.5,3.401475994
TCGA-BP-5200-01,3.5,3.500616869
TCGA-HQ-A2OE-01,3.5,3.50909266
TCGA-13-1495-01,3.5,3.540863845
TCGA-UY-A9PD-01,3.5,3.525397173
TCGA-D8-A27T-01,3.5,3.645610664
TCGA-E1-A7YS-01,3.5,3.500924516
TCGA-4Z-AA7M-01,3.5,3.434206002
TCGA-CF-A47X-01,3.5,3.570675354
TCGA-61-2003-01,3.5,3.427694161
TCGA-FS-A4F2-06,3.5,3.373207308
TCGA-13-0891-01,3.5,3.484382869
TCGA-66-2753-01,3.5,3.494628291
TCGA-O1-A52J-01,3.5,3.341812247
TCGA-UY-A78O-01,3.5,3.573877134
TCGA-D7-6528-01,3.5,3.51714705
TCGA-23-1809-01,3.5,3.52617716
TCGA-2G-AAHP-05,3.5,3.495966409
TCGA-EB-A4IQ-01,3.5,3.438581989
TCGA-AY-A8YK-01,3.5,3.447755597
TCGA-B0-5113-01,3.5,3.496088496
TCGA-38-4632-01,3.5,3.409941157
TCGA-AN-A03Y-01,3.5,3.492909368
TCGA-77-7142-01,3.5,3.487354056
TCGA-D8-A1XY-01,3.5,3.443714295
TCGA-UY-A9PF-01,3.5,3.456701463
TCGA-AP-A05D-01,3.5,3.493129699
TCGA-CQ-A4CE-01,3.5,3.489234229
TCGA-SG-A6Z7-01,3.5,3.50743684
TCGA-BC-A112-01,3.5,3.582355456
TCGA-XX-A89A-01,3.5,3.662937476
TCGA-A8-A093-01,3.5,3.2589094
TCGA-61-1730-01,3.5,3.254184182
TCGA-A7-A0CJ-01,3.5,3.453517601
TCGA-E2-A152-01,3.5,3.417784601
TCGA-A1-A0SK-01,3.5,3.505026717
TCGA-CC-A7IE-01,3.5,3.449129297
TCGA-EW-A2FR-01,3.5,3.501754755
TCGA-E2-A15E-06,3.5,3.539115103
TCGA-55-7910-01,3.5,3.343002001
TCGA-A2-A3XT-01,3.5,3.528621418
TCGA-BH-A1EV-01,3.5,3.475440003
TCGA-5N-A9KI-01,3.5,3.574156743
TCGA-G4-6315-01,3.5,3.507930901
TCGA-K4-A5RJ-01,3.5,3.507093715
TCGA-BP-4768-01,3.5,3.477634828
TCGA-ZJ-AB0H-01,3.5,3.524654549
TCGA-LC-A66R-01,3.5,3.515723319
TCGA-20-0991-01,3.5,3.56412147
TCGA-85-8072-01,3.5,3.505659587
TCGA-AA-A00Q-01,3.5,3.499823913
TCGA-05-4415-01,3.5,3.610796436
TCGA-EE-A3AE-01,3.5,3.375625449
TCGA-AO-A1KS-01,3.5,3.655875846
TCGA-BP-5185-01,3.5,3.537360718
TCGA-D3-A3C1-01,3.5,3.512227272
TCGA-AA-3511-01,3.5,3.714271323
TCGA-XF-A8HF-01,3.5,3.458154821
TCGA-61-1741-01,3.5,3.506062715
TCGA-BH-A0AY-01,3.5,3.263133962
TCGA-C8-A1HF-01,3.5,3.504041598
TCGA-55-8616-01,3.5,3.587719256
TCGA-CV-5430-01,3.5,3.328072769
TCGA-D3-A5GU-06,3.5,3.354682127
TCGA-AA-3866-01,3.5,3.731594359
TCGA-CV-7415-01,3.5,3.437552421
TCGA-C8-A1HI-01,3.5,3.547656872
TCGA-13-1410-01,3.5,3.309676149
TCGA-UY-A9PH-01,3.5,3.589235856
TCGA-BH-A18F-01,3.5,3.51866707
TCGA-ED-A66Y-01,3.5,3.545210614
TCGA-28-2506-01,3.5,3.427706342
TCGA-F5-6702-01,3.5,3.447922195
TCGA-D3-A8GC-06,3.5,3.631436242
TCGA-A8-A097-01,3.5,3.457594792
TCGA-34-2609-01,3.5,3.688901627
TCGA-EW-A1P5-01,3.5,3.563779418
TCGA-EB-A24D-01,3.5,3.616249947
TCGA-FZ-5924-01,3.5,3.583744097
TCGA-FD-A5BY-01,3.5,3.521658328
TCGA-E9-A1RH-01,3.5,3.487065924
TCGA-ZR-A9CJ-01,3.5,3.418527574
TCGA-E9-A5FL-01,3.5,3.398143338
TCGA-77-8139-01,3.5,3.384087533
TCGA-77-A5G3-01,3.5,3.60665064
TCGA-78-7167-01,3.5,3.538011033
TCGA-LP-A4AU-01,3.5,3.334806305
TCGA-23-1032-01,3.5,3.495282208
TCGA-24-2280-01,3.5,3.510024835
TCGA-56-8308-01,3.5,3.472189357
TCGA-CW-5588-01,3.5,3.63539659
TCGA-CV-A45Z-01,3.5,3.473622788
TCGA-09-1661-01,3.5,3.478956649
TCGA-CV-6945-01,3.5,3.405031981
TCGA-19-2629-01,3.5,3.602665276
TCGA-63-7020-01,3.5,3.475205117
TCGA-AX-A1CR-01,3.5,3.595599454
TCGA-NA-A4R1-01,3.5,3.512259345
TCGA-AP-A0LI-01,3.5,3.503839406
TCGA-04-1638-01,3.5,3.496460727
TCGA-D3-A5GU-01,3.5,3.342585254
TCGA-EW-A1PC-01,3.5,3.522059324
TCGA-CN-A63T-01,3.5,3.525646468
TCGA-EE-A3JI-01,3.5,3.488069446
TCGA-D1-A1O0-01,3.5,3.55089709
TCGA-32-2632-01,3.5,3.27609348
TCGA-BB-4225-01,3.5,3.43070151
TCGA-D5-6533-01,3.5,3.345296757
TCGA-AG-3611-01,3.5,3.55900936
TCGA-N9-A4Q7-01,3.5,3.597430992
TCGA-C8-A26X-01,3.5,3.491720537
TCGA-HC-7213-01,3.5,3.440220205
TCGA-55-A4DG-01,3.5,3.630153914
TCGA-C5-A7X8-01,3.5,3.620053508
TCGA-RD-A7C1-01,3.5,3.480889376
TCGA-D8-A1XL-01,3.5,3.484394941
TCGA-AR-A1AV-01,3.5,3.685836485
TCGA-05-4420-01,3.5,3.497006534
TCGA-K1-A6RU-01,3.5,3.557848505
