sample,median_of_rounded_avg_modal_copies_per_chr,median_of_unrounded_avg_modal_copies_per_chr
TCGA-AN-A0FW-01,3.5,3.484713295
TCGA-CV-7263-01,3.5,3.595123847
TCGA-CQ-7072-01,3.5,3.470743669
TCGA-CR-7370-01,3.5,3.502797654
TCGA-CG-4444-01,4,3.741355883
TCGA-AG-4001-01,4,3.895342032
TCGA-LN-A7HX-01,4,3.909699099
TCGA-RQ-AAAT-01,4,3.976210918
TCGA-4Z-AA7S-01,4,3.999646038
TCGA-BB-A5HZ-01,4,3.999333276
TCGA-D3-A2JO-01,4,3.617036822
TCGA-56-8504-01,4,3.610014194
TCGA-EE-A2GM-01,4,3.917245201
TCGA-C8-A12W-01,4,3.604841214
TCGA-86-8668-01,4,3.957804653
TCGA-AA-3517-01,4,3.838256371
TCGA-D3-A3CC-01,4,3.571720505
TCGA-FP-A4BF-01,4,4.052467822
TCGA-C8-A1HM-01,4,4.108512138
TCGA-29-1778-01,4,4.330430732
TCGA-GU-A767-01,4,4.075542619
TCGA-HW-8322-01,4,4
TCGA-S5-AA26-01,4,4
TCGA-BR-8686-01,4,4
TCGA-55-7911-01,4,4
TCGA-V4-A9EO-01,4,3.994297052
TCGA-D3-A3CE-01,4,3.604156052
TCGA-S9-A7R4-01,4,4
TCGA-E9-A1R3-01,4,4
TCGA-BC-A10S-01,4,4
TCGA-VQ-A923-01,4,3.999098331
TCGA-G4-6317-01,4,3.896077353
TCGA-E9-A244-01,4,3.712705298
TCGA-A2-A0D1-01,4,3.96368429
TCGA-D3-A8GN-06,4,3.587028884
TCGA-18-3409-01,4,3.811163362
TCGA-S9-A7IY-01,4,4
TCGA-B0-4843-01,4,4
TCGA-FV-A496-01,4,3.700795301
TCGA-AN-A0XP-01,4,4
TCGA-DB-A75L-01,4,4
TCGA-CI-6619-01,4,4
TCGA-D1-A15V-01,4,4
TCGA-HT-8106-01,4,3.996024541
TCGA-DU-A6S2-01,4,4
TCGA-P5-A5F2-01,4,4
TCGA-56-A62T-01,4,3.604285161
TCGA-63-A5MI-01,4,3.534299893
TCGA-24-1424-01,4,3.83271035
TCGA-CA-5256-01,4,3.977132745
TCGA-BP-5196-01,4,4
TCGA-L5-A4OR-01,4,3.810130775
TCGA-XK-AAIV-01,4,3.769582697
TCGA-DX-AB2F-01,4,3.641174114
TCGA-CU-A5W6-01,4,3.661080729
TCGA-AN-A041-01,4,4
TCGA-55-A492-01,4,4
TCGA-E2-A109-01,4,3.819593788
TCGA-75-7025-01,4,3.802072555
TCGA-W2-A7HB-01,4,4.001367727
TCGA-RD-A7BT-01,4,4.081129012
TCGA-61-1904-01,4,3.927674002
TCGA-91-6847-01,4,3.906255457
TCGA-LL-A9Q3-01,4,4.022618414
TCGA-D3-A3CE-06,4,3.660257657
TCGA-2G-AAG8-01,4,4.064051314
TCGA-OL-A66O-01,4,4
TCGA-HT-7467-01,4,4
TCGA-97-8174-01,4,3.698646411
TCGA-AA-3697-01,4,3.967694248
TCGA-W8-A86G-01,4,4
TCGA-HT-8111-01,4,4.000128472
TCGA-86-7713-01,4,3.690628571
TCGA-43-6143-01,4,3.642743949
TCGA-E9-A1NA-01,4,3.942380399
TCGA-RT-A6YA-01,4,4
TCGA-S9-A6WH-01,4,4
TCGA-AA-A02E-01,4,3.954693358
TCGA-BF-A5EQ-01,4,3.999501163
TCGA-G2-AA3F-01,4,3.758930926
TCGA-CQ-5332-01,4,3.69540805
TCGA-DQ-5624-01,4,3.997177968
TCGA-YF-AA3M-01,4,4.279193831
TCGA-23-1114-01,4,3.916261391
TCGA-UB-A7MF-01,4,3.657506332
TCGA-EE-A2GR-06,4,4
TCGA-33-4587-01,4,3.962914853
TCGA-ED-A7PY-01,4,4
TCGA-A2-A0EO-01,4,4
TCGA-28-2509-01,4,4
TCGA-KL-8339-01,4,3.864146252
TCGA-VS-A950-01,4,3.86568363
TCGA-TM-A84I-01,4,3.998689423
TCGA-PN-A8MA-01,4,4
TCGA-AR-A24R-01,4,4
TCGA-R5-A7ZR-01,4,3.886538019
TCGA-DA-A3F5-01,4,3.568837302
TCGA-XF-A9T0-01,4,3.982161222
TCGA-OL-A66N-01,4,4
TCGA-B0-4845-01,4,4
TCGA-D8-A1JK-01,4,4.019445564
TCGA-NJ-A7XG-01,4,3.799874809
TCGA-A6-2682-01,4,4
TCGA-BH-A1FN-01,4,3.92918625
TCGA-EB-A5VU-01,4,3.682876058
TCGA-22-5478-01,4,3.799005032
TCGA-NA-A4QW-01,4,4.261428831
TCGA-A2-A4RX-01,4,4
TCGA-CV-6003-01,4,3.881536284
TCGA-D3-A5GT-01,4,3.999324184
TCGA-36-2551-01,4,4.29104435
TCGA-C5-A7UH-01,4,3.897720493
TCGA-R5-A7O7-01,4,3.801901688
TCGA-D8-A1JJ-01,4,3.973476399
TCGA-DX-A8BN-01,4,3.928936689
TCGA-S9-A6U1-01,4,4
TCGA-A3-3316-01,4,4
TCGA-AF-A56L-01,4,3.937060137
TCGA-S9-A7R7-01,4,4
TCGA-FC-7961-01,4,3.941319297
TCGA-A8-A06U-01,4,3.769042886
TCGA-BA-5152-01,4,3.801661181
TCGA-CV-6950-01,4,4.004069534
TCGA-CC-5258-01,4,3.9823946
TCGA-DK-A2HX-01,4,3.859739998
TCGA-FX-A3TO-01,4,4.187947607
TCGA-DH-A7UR-01,4,4
TCGA-2G-AAGM-01,4,4.225873807
TCGA-NA-A4QX-01,4,3.999590367
TCGA-MI-A75E-01,4,4
TCGA-A2-A0YJ-01,4,4.107274156
TCGA-NC-A5HP-01,4,3.647160655
TCGA-OD-A75X-06,4,3.854391232
TCGA-BH-A0W3-01,4,4
TCGA-QH-A6X9-01,4,4
TCGA-EE-A2GC-06,4,3.869880117
TCGA-D8-A1XQ-01,4,3.83574596
TCGA-X6-A8C3-01,4,3.660177005
TCGA-ZF-A9RL-01,4,3.997387127
TCGA-50-6591-01,4,4.227243056
TCGA-06-5416-01,4,4
TCGA-DD-AAVU-01,4,3.940053346
TCGA-D9-A148-01,4,3.808731898
TCGA-25-1634-01,4,3.549264195
TCGA-2F-A9KW-01,4,3.68309329
TCGA-DD-AACG-01,4,3.993749235
TCGA-A8-A06O-01,4,3.85123075
TCGA-SP-A6QK-01,4,3.999971217
TCGA-DU-8163-01,4,4
TCGA-DH-A66G-01,4,4
TCGA-50-6594-01,4,3.520421097
TCGA-E2-A15S-01,4,3.940282891
TCGA-DC-5869-01,4,4
TCGA-06-A5U0-01,4,4
TCGA-HT-7879-01,4,4
TCGA-02-0025-01,4,4
TCGA-CN-6021-01,4,3.998772585
TCGA-85-A50M-01,4,4.112695882
TCGA-OL-A6VQ-01,4,4
TCGA-A3-3325-01,4,3.753006201
TCGA-P3-A6T5-01,4,4.115941653
TCGA-56-7580-01,4,3.558314001
TCGA-R6-A6XQ-01,4,4.004170904
TCGA-13-0757-01,4,3.859190249
TCGA-UY-A8OD-01,4,3.635717817
TCGA-AJ-A2QM-01,4,3.660224825
TCGA-BP-5199-01,4,4
TCGA-QH-A6CV-01,4,4.003073771
TCGA-QT-A5XL-01,4,4.000218591
TCGA-C8-A12X-01,4,4
TCGA-CS-6666-01,4,4.234846949
TCGA-66-2755-01,4,4
TCGA-P5-A5EU-01,4,3.869253133
TCGA-S7-A7WM-01,4,4
TCGA-G9-6379-01,4,3.932444229
TCGA-EE-A29D-01,4,3.913007268
TCGA-CX-7082-01,4,3.907279787
TCGA-VP-AA1N-01,4,3.880224993
TCGA-D9-A4Z5-01,4,3.707103217
TCGA-AX-A1C8-01,4,4.04122942
TCGA-E1-A7Z4-01,4,4
TCGA-13-1408-01,4,3.928624211
TCGA-62-A46U-01,4,3.639491797
TCGA-VS-A9UU-01,4,4.009269379
TCGA-S7-A7X0-01,4,4
TCGA-WQ-AB4B-01,4,3.961222776
TCGA-D8-A1XJ-01,4,3.834510075
TCGA-EA-A556-01,4,3.823528309
TCGA-P5-A736-01,4,4
TCGA-A8-A06T-01,4,3.548702256
TCGA-EW-A1OZ-01,4,4.279597817
TCGA-D3-A5GN-01,4,4
TCGA-K4-A4AB-01,4,4
TCGA-A8-A084-01,4,4.001024097
TCGA-HV-A5A6-01,4,3.953645485
TCGA-B8-5549-01,4,3.998805627
TCGA-34-5241-01,4,3.720023303
TCGA-WZ-A8D5-01,4,4.072759797
TCGA-ZF-A9R0-01,4,3.870343188
TCGA-CN-6989-01,4,3.624156138
TCGA-K4-A54R-01,4,3.961466362
TCGA-A6-4107-01,4,4
TCGA-HT-7469-01,4,3.998769253
TCGA-24-2295-01,4,4.038424106
TCGA-BI-A20A-01,4,4
TCGA-HT-8018-01,4,4
TCGA-S3-A6ZG-01,4,3.788744271
TCGA-55-8614-01,4,3.982898718
TCGA-VQ-A91X-01,4,3.902374672
TCGA-FG-8191-01,4,4
TCGA-A6-2683-01,4,3.952368431
TCGA-S9-A7QX-01,4,4
TCGA-32-5222-01,4,4
TCGA-BA-5151-01,4,4
TCGA-13-0888-01,4,3.550261425
TCGA-CV-6956-01,4,3.996560392
TCGA-49-6745-01,4,3.974403786
TCGA-CV-5966-01,4,3.981512416
TCGA-SR-A6MX-06,4,4
TCGA-06-0644-01,4,4
TCGA-DX-AB2T-01,4,3.621187152
TCGA-D9-A148-06,4,3.808731898
TCGA-SR-A6MX-05,4,4
TCGA-AR-A250-01,4,3.999800666
TCGA-BH-A1FE-01,4,4
TCGA-KN-8422-01,4,4
TCGA-DK-A3IT-01,4,3.9629762
TCGA-XF-AAMG-01,4,3.944311924
TCGA-95-7043-01,4,3.987529773
TCGA-UB-A7MA-01,4,4.005526351
TCGA-QH-A6CZ-01,4,4
TCGA-FG-A6J1-01,4,4
TCGA-QR-A70N-01,4,3.984959146
TCGA-DA-A95V-06,4,4.170179429
TCGA-HT-7470-01,4,4
TCGA-YG-AA3P-06,4,3.653577946
TCGA-A8-A08B-01,4,3.844179748
TCGA-DB-5281-01,4,4
TCGA-DD-AAD5-01,4,3.989039099
TCGA-A8-A07B-01,4,3.681876558
TCGA-WB-A821-01,4,4
TCGA-WT-AB44-01,4,3.999352577
TCGA-S9-A7J0-01,4,3.998579197
TCGA-F7-A623-01,4,3.965843454
TCGA-D3-A5GN-06,4,3.999766934
TCGA-06-2561-01,4,3.989393621
TCGA-ZF-A9R7-01,4,3.993622842
TCGA-HT-8010-01,4,4
TCGA-06-0409-01,4,3.87461721
TCGA-VF-A8AC-01,4,3.787894074
TCGA-3K-AAZ8-01,4,3.961619134
TCGA-MP-A4T2-01,4,4
TCGA-3B-A9HL-01,4,3.583539947
TCGA-HT-7875-01,4,4
TCGA-BH-A0C7-01,4,3.647079292
TCGA-E1-5303-01,4,4
TCGA-RC-A6M5-01,4,4
TCGA-KP-A3W1-01,4,4.182942537
TCGA-A8-A0A6-01,4,4
TCGA-25-2409-01,4,3.959838932
TCGA-BR-4369-01,4,4.124752436
TCGA-SS-A7HO-01,4,3.962231312
TCGA-69-7979-01,4,4.187629234
TCGA-BP-5182-01,4,4
TCGA-CV-A465-01,4,3.614557091
TCGA-BA-6868-01,4,3.815425473
TCGA-QH-A65S-01,4,4
TCGA-2G-AAKO-05,4,4
TCGA-DU-A5TT-01,4,4.017248415
TCGA-QQ-A5V9-01,4,3.694810939
TCGA-06-6694-01,4,3.985067314
TCGA-25-2392-01,4,4.275109126
TCGA-25-2398-01,4,4
TCGA-AC-A8OQ-01,4,3.799813751
TCGA-98-8021-01,4,3.804318523
TCGA-XF-A9SU-01,4,4.124856
TCGA-75-7031-01,4,3.798096711
TCGA-AG-A00H-01,4,3.975493957
TCGA-DD-A3A9-01,4,3.984601675
TCGA-S9-A6WP-01,4,4
TCGA-EQ-8122-01,4,4.006742977
TCGA-QK-A8Z7-01,4,3.895471238
TCGA-HP-A5MZ-01,4,4
TCGA-B6-A0WX-01,4,3.646309342
TCGA-DU-7018-01,4,4
TCGA-HE-7130-01,4,3.798244148
TCGA-E1-A7YU-01,4,4
TCGA-4G-AAZO-01,4,3.949668439
TCGA-DY-A0XA-01,4,4
TCGA-AA-3519-01,4,3.785028506
TCGA-EP-A12J-01,4,4
TCGA-KK-A6E6-01,4,3.638966727
TCGA-DD-A1EI-01,4,3.869829711
TCGA-KR-A7K2-01,4,3.999186865
TCGA-49-4512-01,4,4.172268019
TCGA-S9-A6U0-01,4,4
TCGA-N6-A4VE-01,4,3.776089371
TCGA-VS-AA62-01,4,4
TCGA-DB-5279-01,4,4
TCGA-77-7463-01,4,4.026267925
TCGA-WA-A7GZ-01,4,3.725559888
TCGA-24-2288-01,4,4.234987847
TCGA-CQ-A4C9-01,4,4.004173112
TCGA-AK-3458-01,4,4
TCGA-76-6660-01,4,4.000759983
TCGA-BP-4353-01,4,4
TCGA-BT-A3PH-01,4,4
TCGA-OR-A5L6-01,4,3.999589125
TCGA-P5-A733-01,4,4
TCGA-GS-A9TQ-01,4,3.996638068
TCGA-S9-A7R3-01,4,4
TCGA-XF-AAN2-01,4,3.743866145
TCGA-G3-A25S-01,4,3.673032488
TCGA-SY-A9G5-01,4,3.6256221
TCGA-HT-A616-01,4,4
TCGA-DU-A5TP-01,4,4
TCGA-57-1582-01,4,3.93565326
TCGA-AR-A0TR-01,4,4
TCGA-39-5037-01,4,4.295415444
TCGA-OL-A5RZ-01,4,3.860315392
TCGA-BK-A26L-01,4,3.58583506
TCGA-AA-3548-01,4,4
TCGA-EE-A29D-06,4,3.927010809
TCGA-12-1099-01,4,3.992417314
TCGA-CR-7373-01,4,3.823709437
TCGA-E9-A1N9-01,4,4.134164038
TCGA-66-2727-01,4,3.67453772
TCGA-AG-3578-01,4,3.591285575
TCGA-FB-AAQ2-01,4,3.944266612
TCGA-FR-A3YO-06,4,3.788045025
TCGA-EM-A1YE-01,4,3.997516685
TCGA-AF-4110-01,4,3.626947274
TCGA-AR-A0TQ-01,4,4
TCGA-JX-A3PZ-01,4,3.917543533
TCGA-JL-A3YX-01,4,3.997203121
TCGA-R8-A6MK-01,4,4
TCGA-FS-A1ZS-06,4,4
TCGA-WE-A8K5-06,4,3.962633524
TCGA-BH-A18N-01,4,4
TCGA-ZC-AAA7-01,4,4
TCGA-E1-A7YL-01,4,3.996105757
TCGA-GJ-A9DB-01,4,3.999558644
TCGA-RP-A6K9-06,4,3.829182135
TCGA-C8-A27A-01,4,3.867213123
TCGA-HJ-7597-01,4,3.849807352
TCGA-DD-A73E-01,4,4
TCGA-AN-A0XU-01,4,3.619398044
TCGA-HZ-7289-01,4,3.819993252
TCGA-EE-A3AB-01,4,3.917867293
TCGA-FB-A78T-01,4,4
TCGA-NA-A5I1-01,4,4.009598464
TCGA-3C-AALJ-01,4,3.861365023
TCGA-CN-5374-01,4,3.62574546
TCGA-VQ-A8DV-01,4,4.05738389
TCGA-AA-3680-01,4,3.998216338
TCGA-98-A539-01,4,3.621749135
TCGA-CN-4741-01,4,4
TCGA-BH-A0EB-01,4,4
TCGA-HT-7677-01,4,4
TCGA-XF-A9ST-01,4,3.876151156
TCGA-UB-A7ME-01,4,3.671961118
TCGA-DU-A5TW-01,4,4
TCGA-BQ-5875-01,4,4
TCGA-BH-A18L-01,4,3.617213306
TCGA-HW-8320-01,4,4
TCGA-D3-A5GO-01,4,3.988313744
TCGA-E7-A7DU-01,4,4
TCGA-QR-A7IN-01,4,4
TCGA-16-0850-01,4,3.821710803
TCGA-VS-A8QA-01,4,4
TCGA-A8-A09T-01,4,3.982496512
TCGA-L5-A8NT-01,4,3.811461474
TCGA-97-A4M0-01,4,3.891848683
TCGA-B0-4696-01,4,3.793082977
TCGA-ZJ-AAX4-01,4,3.792124296
TCGA-2Y-A9H3-01,4,3.921949863
TCGA-C5-A7CH-01,4,3.830203077
TCGA-4Z-AA82-01,4,3.999746886
TCGA-ER-A3EV-01,4,4.002320239
TCGA-G3-AAV1-01,4,3.595859053
TCGA-2G-AAKH-01,4,3.90898177
TCGA-B0-4836-01,4,4
TCGA-B0-4814-01,4,4
TCGA-FG-5965-01,4,4
TCGA-3P-A9WA-01,4,3.749986308
TCGA-FG-A60J-01,4,4
TCGA-AD-6965-01,4,3.999737099
TCGA-AC-A2QH-01,4,4.038826905
TCGA-BA-A6D8-01,4,3.658503612
TCGA-FG-7636-01,4,4
TCGA-XF-A8HH-01,4,3.997857505
TCGA-CC-A7IF-01,4,4
TCGA-DD-A115-01,4,4.000524122
TCGA-61-2009-01,4,3.552493423
TCGA-BH-A0EE-01,4,4
TCGA-05-4410-01,4,4.157860212
TCGA-D5-6932-01,4,3.662563372
TCGA-WK-A8XX-01,4,3.510427689
TCGA-RQ-A68N-01,4,4
TCGA-C9-A47Z-01,4,3.60249107
TCGA-06-0185-01,4,4.003610197
TCGA-AA-3875-01,4,4
TCGA-CR-6493-01,4,3.997785033
TCGA-YA-A8S7-01,4,3.531510433
TCGA-V5-A7RC-06,4,3.566501731
TCGA-HT-A615-01,4,4
TCGA-14-0736-01,4,3.996658547
TCGA-A2-A0CS-01,4,4
TCGA-2F-A9KP-01,4,4.006064221
TCGA-E9-A247-01,4,4.017206902
TCGA-G9-7521-01,4,3.702940785
TCGA-78-8655-01,4,4.002690092
TCGA-BL-A13J-01,4,3.695546728
TCGA-RW-A7CZ-01,4,4
TCGA-CX-A4AQ-01,4,4
TCGA-55-6984-01,4,4
TCGA-DB-A75O-01,4,4
TCGA-VQ-A8E2-01,4,4.006024029
TCGA-S3-AA17-01,4,3.693860498
TCGA-E9-A1NI-01,4,3.842653665
TCGA-DU-A76O-01,4,4
TCGA-CN-5365-01,4,4
TCGA-KK-A6E7-01,4,3.999677616
TCGA-DU-A7TI-01,4,4
TCGA-DU-7015-01,4,4
TCGA-02-0432-01,4,4
TCGA-S9-A6WQ-01,4,4
TCGA-13-0899-01,4,3.946253211
TCGA-BP-4986-01,4,4
TCGA-CN-A499-01,4,3.620220591
TCGA-B1-A47M-01,4,4
TCGA-06-0209-01,4,4
TCGA-L5-A8NF-01,4,3.553617685
TCGA-QH-A65R-01,4,4
TCGA-DU-7299-01,4,4
TCGA-C5-A1ML-01,4,4
TCGA-AA-3966-01,4,3.735154631
TCGA-24-1842-01,4,3.604882635
TCGA-78-7542-01,4,4.352657127
TCGA-CM-6677-01,4,4
TCGA-DU-7010-01,4,3.650153709
TCGA-D3-A1Q9-06,4,3.689038482
TCGA-D8-A13Z-01,4,3.921326833
TCGA-S7-A7WL-01,4,4
TCGA-RC-A6M4-01,4,3.86550805
TCGA-AG-A008-01,4,4
TCGA-14-0740-01,4,3.947020771
TCGA-S9-A6U6-01,4,4
TCGA-A3-3374-01,4,4
TCGA-43-2581-01,4,4
TCGA-35-5375-01,4,3.836160852
TCGA-OR-A5JD-01,4,3.996094278
TCGA-S9-A89V-01,4,3.74027768
TCGA-E9-A3X8-01,4,3.999321529
TCGA-66-2793-01,4,3.526331002
TCGA-FV-A4ZP-01,4,3.952936229
TCGA-24-1416-01,4,4
TCGA-C5-A3HE-01,4,3.889477817
TCGA-E9-A1N6-01,4,3.903428291
TCGA-AC-A3EH-01,4,4
TCGA-CV-7423-01,4,4.058594503
TCGA-02-0332-01,4,4
TCGA-E1-5307-01,4,4
TCGA-DA-A1I8-06,4,4.122412648
TCGA-22-5479-01,4,3.768348828
TCGA-FD-A43X-01,4,4
TCGA-T9-A92H-01,4,3.990036312
TCGA-24-1467-01,4,4.001526306
TCGA-ZJ-A8QR-01,4,3.967003614
TCGA-58-A46J-01,4,3.97389032
TCGA-FR-A2OS-01,4,4
TCGA-VS-A8Q9-01,4,3.999839702
TCGA-86-8056-01,4,4
TCGA-IG-A5B8-01,4,3.930820562
TCGA-ER-A2NB-01,4,3.999865515
TCGA-CR-6474-01,4,4
TCGA-EE-A2MP-01,4,3.862604621
TCGA-D1-A16G-01,4,4.011440819
TCGA-CI-6620-01,4,4
TCGA-78-7159-01,4,3.58901911
TCGA-ER-A3EV-06,4,3.999741939
TCGA-FG-8185-01,4,4
TCGA-B6-A0IO-01,4,3.599687286
TCGA-CV-A6K0-01,4,4.003165978
TCGA-EX-A3L1-01,4,3.562375319
TCGA-CV-6940-01,4,3.871600079
TCGA-IB-7644-01,4,4
TCGA-E1-A7YW-01,4,4
TCGA-13-0803-01,4,3.528077228
TCGA-CR-7365-01,4,3.674383412
TCGA-93-8067-01,4,4.278779214
TCGA-A3-3352-01,4,4
TCGA-EE-A3AB-06,4,3.917867293
TCGA-AG-3731-01,4,3.890072749
TCGA-GM-A3NW-01,4,4
TCGA-B6-A0RS-01,4,3.730336282
TCGA-TQ-A7RO-01,4,4
TCGA-DB-A75P-01,4,4
TCGA-DX-A1KX-01,4,3.973121694
TCGA-EE-A20C-06,4,3.712172778
TCGA-BR-4253-01,4,4
TCGA-CW-6090-01,4,4
TCGA-A7-A13F-01,4,3.998364818
TCGA-AR-A24K-01,4,3.883467951
TCGA-DD-AADO-01,4,3.984030116
TCGA-DX-A1KZ-01,4,4.007543271
TCGA-AO-A03M-01,4,4
TCGA-BP-4352-01,4,3.863292788
TCGA-86-7954-01,4,3.998463856
TCGA-KJ-A3U4-01,4,3.99885565
TCGA-86-A4JF-01,4,3.783492814
TCGA-13-1504-01,4,4.23880295
TCGA-HT-A74H-01,4,4
TCGA-06-0875-01,4,3.995992935
TCGA-AJ-A3BD-01,4,3.99410582
TCGA-TQ-A7RG-01,4,4
TCGA-C8-A132-01,4,3.699852635
TCGA-2Y-A9GU-01,4,4.00008865
TCGA-DD-AAE6-01,4,4.000695051
TCGA-HE-A5NK-01,4,4
TCGA-TQ-A7RF-01,4,4
TCGA-DU-A5TY-01,4,4
TCGA-XF-AAMW-01,4,3.776118059
TCGA-46-3765-01,4,3.810966757
TCGA-EB-A44R-06,4,3.597609381
TCGA-IB-7891-01,4,4
TCGA-20-1687-01,4,3.554744575
TCGA-MP-A4TF-01,4,4.361974772
TCGA-DU-A7T8-01,4,4
TCGA-NF-A4WU-01,4,3.870134909
TCGA-HR-A2OG-01,4,4
TCGA-FR-A729-06,4,3.766650997
TCGA-AB-2915-03,4,4
TCGA-PL-A8LX-01,4,3.876607282
TCGA-EB-A97M-01,4,4
TCGA-18-3411-01,4,4.410846822
TCGA-ED-A8O5-01,4,4
TCGA-RW-A67X-01,4,4
TCGA-AA-3858-01,4,4
TCGA-FD-A6TG-01,4,3.590306347
TCGA-BH-A0B5-01,4,3.996043462
TCGA-E2-A1BD-01,4,4
TCGA-HC-7738-01,4,4
TCGA-EE-A2M7-06,4,3.817953139
TCGA-BH-A1FC-01,4,3.918757169
TCGA-D3-A8GI-06,4,3.814365272
TCGA-EJ-7784-01,4,4
TCGA-E2-A574-01,4,4.104771396
TCGA-S9-A6TZ-01,4,4
TCGA-ZF-A9R9-01,4,3.753043234
TCGA-OR-A5LL-01,4,3.948852771
TCGA-B6-A1KN-01,4,3.570709306
TCGA-EK-A2R8-01,4,4
TCGA-AG-4008-01,4,3.997903006
TCGA-14-1034-01,4,4
TCGA-YL-A8SL-01,4,3.649396554
TCGA-WR-A838-01,4,3.758666549
TCGA-CN-6994-01,4,4
TCGA-A5-A2K2-01,4,3.809496371
TCGA-DD-A113-01,4,3.998798512
TCGA-D9-A149-01,4,3.995854385
TCGA-C5-A7X3-01,4,3.716741672
TCGA-86-8075-01,4,3.999021923
TCGA-P5-A77W-01,4,4
TCGA-51-4081-01,4,3.946355286
TCGA-09-1667-01,4,3.608162837
TCGA-AO-A12B-01,4,3.954998408
TCGA-36-1576-01,4,4.03251073
TCGA-AN-A0AK-01,4,3.931951774
TCGA-S7-A7WQ-01,4,4
TCGA-HT-A5R7-01,4,4
TCGA-BR-8590-01,4,3.945392306
TCGA-EJ-7321-01,4,4
TCGA-D5-6926-01,4,4
TCGA-A5-A2K3-01,4,4
TCGA-DD-AACN-01,4,3.997747534
TCGA-NH-A50T-01,4,3.98484087
TCGA-EE-A2GR-01,4,4
TCGA-38-6178-01,4,3.687997106
TCGA-AA-3561-01,4,4
TCGA-V1-A9O5-06,4,3.82234569
TCGA-EW-A3E8-01,4,3.99745676
TCGA-13-1409-01,4,3.89998638
TCGA-ZG-A9L9-01,4,3.810815351
TCGA-B8-4143-01,4,4
TCGA-5M-AATE-01,4,4.005006808
TCGA-04-1347-01,4,3.831261943
TCGA-21-1071-01,4,4.01404516
TCGA-A8-A0A9-01,4,4
TCGA-HU-8249-01,4,3.627040043
TCGA-OL-A66K-01,4,3.999944465
TCGA-CG-4440-01,4,3.658481287
TCGA-HW-7489-01,4,4
TCGA-DD-AADA-01,4,4
TCGA-EA-A411-01,4,3.818428938
TCGA-BP-4789-01,4,4
TCGA-IQ-A61E-01,4,4.00365961
TCGA-2G-AAF4-01,4,3.553642336
TCGA-EO-A3KW-01,4,3.806189338
TCGA-KM-8443-01,4,4
TCGA-A6-5666-01,4,4
TCGA-CV-5435-01,4,4
TCGA-HT-7676-01,4,4
TCGA-EB-A3XB-01,4,4
TCGA-FI-A3PX-01,4,3.66964573
TCGA-TM-A7CF-01,4,4
TCGA-95-7948-01,4,3.580560208
TCGA-QG-A5YV-01,4,3.998441462
TCGA-55-7283-01,4,3.73915298
TCGA-FG-A6J3-01,4,3.888935687
TCGA-C5-A8XK-01,4,3.996009898
TCGA-DD-AADL-01,4,3.999832367
TCGA-EK-A3GJ-01,4,4
TCGA-B0-4811-01,4,4
TCGA-B1-A47O-01,4,4
TCGA-CN-6995-01,4,3.838378669
TCGA-56-7822-01,4,3.610109949
TCGA-16-1045-01,4,3.999387799
TCGA-A2-A0CW-01,4,3.775203579
TCGA-QN-A5NN-01,4,3.998807873
TCGA-CV-7432-01,4,3.929045502
TCGA-SR-A6MV-01,4,3.992664271
TCGA-BF-A3DL-01,4,4
TCGA-76-4928-01,4,4
TCGA-RP-A693-06,4,3.991366411
TCGA-CG-4437-01,4,3.926992106
TCGA-10-0938-01,4,3.728949804
TCGA-FP-8099-01,4,4.052556133
TCGA-A2-A0YT-01,4,3.808716862
TCGA-KK-A6E1-01,4,3.663793049
TCGA-S9-A7QZ-01,4,4
TCGA-BH-A0BT-01,4,3.842653665
TCGA-GS-A9TZ-01,4,4.000352558
TCGA-EW-A3U0-01,4,3.739572083
TCGA-31-1953-01,4,3.729079707
TCGA-HT-A74K-01,4,4
TCGA-DU-A7TG-01,4,4
TCGA-VS-A8EB-01,4,3.952977292
TCGA-DU-A6S7-01,4,4
TCGA-ZS-A9CE-01,4,4
TCGA-KR-A7K8-01,4,4.122212387
TCGA-85-A4JC-01,4,3.675379511
TCGA-S9-A6WG-01,4,4
TCGA-DH-5142-01,4,4
TCGA-EJ-8472-01,4,3.811663267
TCGA-CC-A1HT-01,4,3.862229533
TCGA-P5-A780-01,4,3.974086956
TCGA-C5-A7CG-01,4,3.995417261
TCGA-30-1866-01,4,3.611728263
TCGA-CM-5341-01,4,3.862787587
TCGA-F7-A50I-01,4,3.825859937
TCGA-DH-A7UV-01,4,4.001194291
TCGA-50-6673-01,4,3.850903656
TCGA-S9-A6WO-01,4,4
TCGA-B0-5402-01,4,4
TCGA-E1-A7Z3-01,4,4
TCGA-GC-A3YS-01,4,3.619598935
TCGA-D1-A0ZZ-01,4,3.674637052
TCGA-EE-A2MP-06,4,3.518732139
TCGA-TM-A84J-01,4,4
TCGA-IG-A3I8-01,4,3.997446733
TCGA-BP-4335-01,4,4
TCGA-MN-A4N1-01,4,4.179869457
TCGA-DU-6399-01,4,4
TCGA-AC-A8OP-01,4,3.659900495
TCGA-C8-A1HL-01,4,4
TCGA-4W-AA9R-01,4,3.776461857
TCGA-MN-A4N4-01,4,3.977393066
TCGA-D8-A1JD-01,4,3.997542638
TCGA-A8-A076-01,4,3.998499166
TCGA-55-8203-01,4,3.973160944
TCGA-YG-AA3O-06,4,3.788620577
TCGA-DD-A4NA-01,4,3.960535697
TCGA-5M-AATA-01,4,3.991291823
